time,ACCESS-CM2_r5i1p1f1_ssp585,ACCESS-CM2_r5i1p1f1_ssp370,ACCESS-CM2_r5i1p1f1_ssp245,ACCESS-CM2_r3i1p1f1_ssp585,ACCESS-CM2_r3i1p1f1_ssp370,ACCESS-CM2_r3i1p1f1_ssp245,ACCESS-CM2_r1i1p1f1_ssp585,ACCESS-CM2_r1i1p1f1_ssp370,ACCESS-CM2_r1i1p1f1_ssp245,ACCESS-CM2_r4i1p1f1_ssp585,ACCESS-CM2_r4i1p1f1_ssp370,ACCESS-CM2_r4i1p1f1_ssp245,ACCESS-CM2_r2i1p1f1_ssp585,ACCESS-CM2_r2i1p1f1_ssp370,ACCESS-CM2_r2i1p1f1_ssp245,ACCESS-ESM1-5_r11i1p1f1_ssp370,ACCESS-ESM1-5_r6i1p1f1_ssp585,ACCESS-ESM1-5_r3i1p1f1_ssp585,ACCESS-ESM1-5_r31i1p1f1_ssp370,ACCESS-ESM1-5_r31i1p1f1_ssp245,ACCESS-ESM1-5_r35i1p1f1_ssp370,ACCESS-ESM1-5_r35i1p1f1_ssp245,ACCESS-ESM1-5_r13i1p1f1_ssp370,ACCESS-ESM1-5_r15i1p1f1_ssp370,ACCESS-ESM1-5_r20i1p1f1_ssp370,ACCESS-ESM1-5_r12i1p1f1_ssp370,ACCESS-ESM1-5_r4i1p1f1_ssp585,ACCESS-ESM1-5_r25i1p1f1_ssp370,ACCESS-ESM1-5_r30i1p1f1_ssp370,ACCESS-ESM1-5_r33i1p1f1_ssp370,ACCESS-ESM1-5_r33i1p1f1_ssp245,ACCESS-ESM1-5_r40i1p1f1_ssp370,ACCESS-ESM1-5_r40i1p1f1_ssp245,ACCESS-ESM1-5_r24i1p1f1_ssp370,ACCESS-ESM1-5_r37i1p1f1_ssp370,ACCESS-ESM1-5_r37i1p1f1_ssp245,ACCESS-ESM1-5_r7i1p1f1_ssp585,ACCESS-ESM1-5_r34i1p1f1_ssp370,ACCESS-ESM1-5_r34i1p1f1_ssp245,ACCESS-ESM1-5_r2i1p1f1_ssp585,ACCESS-ESM1-5_r27i1p1f1_ssp370,ACCESS-ESM1-5_r14i1p1f1_ssp370,ACCESS-ESM1-5_r26i1p1f1_ssp370,ACCESS-ESM1-5_r16i1p1f1_ssp370,ACCESS-ESM1-5_r8i1p1f1_ssp585,ACCESS-ESM1-5_r17i1p1f1_ssp370,ACCESS-ESM1-5_r1i1p1f1_ssp585,ACCESS-ESM1-5_r21i1p1f1_ssp370,ACCESS-ESM1-5_r9i1p1f1_ssp585,ACCESS-ESM1-5_r18i1p1f1_ssp370,ACCESS-ESM1-5_r29i1p1f1_ssp370,ACCESS-ESM1-5_r19i1p1f1_ssp370,ACCESS-ESM1-5_r28i1p1f1_ssp370,ACCESS-ESM1-5_r10i1p1f1_ssp585,ACCESS-ESM1-5_r5i1p1f1_ssp585,ACCESS-ESM1-5_r22i1p1f1_ssp370,ACCESS-ESM1-5_r36i1p1f1_ssp370,ACCESS-ESM1-5_r36i1p1f1_ssp245,ACCESS-ESM1-5_r39i1p1f1_ssp370,ACCESS-ESM1-5_r39i1p1f1_ssp245,ACCESS-ESM1-5_r32i1p1f1_ssp370,ACCESS-ESM1-5_r32i1p1f1_ssp245,ACCESS-ESM1-5_r38i1p1f1_ssp370,ACCESS-ESM1-5_r38i1p1f1_ssp245,ACCESS-ESM1-5_r23i1p1f1_ssp370,AWI-CM-1-1-MR_r5i1p1f1_ssp370,AWI-CM-1-1-MR_r3i1p1f1_ssp370,AWI-CM-1-1-MR_r1i1p1f1_ssp585,AWI-CM-1-1-MR_r1i1p1f1_ssp370,AWI-CM-1-1-MR_r1i1p1f1_ssp245,AWI-CM-1-1-MR_r4i1p1f1_ssp370,AWI-CM-1-1-MR_r2i1p1f1_ssp370
1860-01-16 12:00:00,0.04677656941154898,0.04677656941154898,0.04677656941154898,0.021848000429216797,0.021848000429216797,0.021848000429216797,0.04370477904547888,0.04370477904547888,0.04370477904547888,-0.06656154212861172,-0.06656154212861172,-0.06656154212861172,0.07927943564445693,0.07927943564445693,0.07927943564445693,0.005374242222991181,-0.040971038837803064,-0.05917883706407873,0.038605288227550244,0.038605288227550244,0.006063623893523129,0.006063623893523129,0.0922641334922273,-0.03895969382394379,0.034851369287269306,0.057790479052680394,0.025261661312980976,0.08938473406813212,0.022042524197020203,0.013953518177539337,0.013953518177539337,-0.019909149791589916,-0.019909149791589916,0.03379627093717138,-0.054514265571551826,-0.054514265571551826,0.07356958176700772,-0.05432583954631317,-0.05432583954631317,0.03813405753537135,0.008563957064917341,-0.022421818735211475,-0.00029238660623036593,-0.028792019768789128,0.0759532478849799,-0.016482282628658376,0.006776585291998079,0.010076900099781483,0.02848530313123921,0.032036672978842044,0.024720664227860567,0.02174015201282439,-0.023110347920808984,0.02554502814800846,0.00875528827508963,-0.08016570520474672,-0.005183367696432839,-0.005183367696432839,0.052965840137620526,0.052965840137620526,-0.008379397534147159,-0.008379397534147159,-0.02149410655255058,-0.02149410655255058,-0.029741784195250177,,,,,,,
1860-02-15 12:00:00,0.045614535841210585,0.045614535841210585,0.045614535841210585,0.02320383171376316,0.02320383171376316,0.02320383171376316,0.043627940851913634,0.043627940851913634,0.043627940851913634,-0.06579425677618715,-0.06579425677618715,-0.06579425677618715,0.08005929805050158,0.08005929805050158,0.08005929805050158,0.005665529773280772,-0.038203188266078075,-0.05935887760702083,0.03982024160924216,0.03982024160924216,0.008043482822034775,0.008043482822034775,0.09274017951862182,-0.03949115100757913,0.032583006906836215,0.05811976746858179,0.024480093836153096,0.08749887161716975,0.02309967038556877,0.01415739236715723,0.01415739236715723,-0.018526972727812327,-0.018526972727812327,0.03369079881050847,-0.05353308101446383,-0.05353308101446383,0.07400138225565485,-0.053755770217774314,-0.053755770217774314,0.04005734905038996,0.011161631896455996,-0.021208305907940192,-0.0006255555594933071,-0.028611893825877862,0.07473273131723772,-0.018510294606011495,0.00537704140211801,0.008744847994325273,0.027862551551590068,0.03165119480254551,0.024951345618810215,0.022921464917889267,-0.02249710097320848,0.02686062980801059,0.009580327679960731,-0.0790664647254052,-0.005189927123726553,-0.005189927123726553,0.05224439194286769,0.05224439194286769,-0.011276506552830294,-0.011276506552830294,-0.021501090130765968,-0.021501090130765968,-0.030558194314706338,,,,,,,
1860-03-16 12:00:00,0.042887282698923695,0.042887282698923695,0.042887282698923695,0.024557924282568422,0.024557924282568422,0.024557924282568422,0.04568662482867272,0.04568662482867272,0.04568662482867272,-0.06722051908445982,-0.06722051908445982,-0.06722051908445982,0.08049298298975387,0.08049298298975387,0.08049298298975387,0.00597112699904893,-0.035797578831453576,-0.05922927433857007,0.04145392226404899,0.04145392226404899,0.009247040200471209,0.009247040200471209,0.09353362027868783,-0.04118726500465257,0.028944407826260725,0.059997321358318347,0.023128307457899903,0.0870328898353146,0.024288062578823856,0.013690142384710195,0.013690142384710195,-0.018834985268682894,-0.018834985268682894,0.033887488484453596,-0.052961109690545766,-0.052961109690545766,0.07280858180979403,-0.053238496629853437,-0.053238496629853437,0.04006056029233799,0.013472610093714128,-0.019817356750931006,0.0002097996184180791,-0.02862107823174161,0.07339970721048866,-0.019906948658185306,0.003946744622130656,0.008833345768672037,0.026930332885012356,0.032246013330680987,0.02492596670819675,0.025023275085419055,-0.023276277112577758,0.02659481733048968,0.009308408308353696,-0.07822374803108569,-0.0038547511269276433,-0.0038547511269276433,0.051155699245965754,0.051155699245965754,-0.01166989705017419,-0.01166989705017419,-0.02249815120221162,-0.02249815120221162,-0.02987854045373055,,,,,,,
1860-04-16 00:00:00,0.04124835172845849,0.04124835172845849,0.04124835172845849,0.02599134114518904,0.02599134114518904,0.02599134114518904,0.044885365140272644,0.044885365140272644,0.044885365140272644,-0.06810230377270798,-0.06810230377270798,-0.06810230377270798,0.08205755893113557,0.08205755893113557,0.08205755893113557,0.005880953849082005,-0.0343703058880512,-0.059215640222853236,0.043531936293708405,0.043531936293708405,0.009142078456830897,0.009142078456830897,0.09342567707539567,-0.04184658267037567,0.026785501061051775,0.06050609750286189,0.022918811276349753,0.08650386009059474,0.026864947966750683,0.013985263584028946,0.013985263584028946,-0.01869509576540433,-0.01869509576540433,0.0346167687743872,-0.05219577475274117,-0.05219577475274117,0.07152379796072121,-0.0553817961359132,-0.0553817961359132,0.0404796976150287,0.013972471935994216,-0.018786299862987004,0.0007511354147875219,-0.02970188133761648,0.07238969290785018,-0.020995886916300322,0.004079379066146297,0.007951510102623398,0.025950803306436634,0.0328766331505309,0.025559423275573322,0.02635958858823931,-0.023733447343234106,0.026854047067426022,0.007749165699636743,-0.07786685368332845,-0.0018296649085030481,-0.0018296649085030481,0.05014909871356631,0.05014909871356631,-0.011827096069870653,-0.011827096069870653,-0.02303378414984915,-0.02303378414984915,-0.02842128685969077,,,,,,,
1860-05-16 12:00:00,0.03894601921596248,0.03894601921596248,0.03894601921596248,0.025747648063607423,0.025747648063607423,0.025747648063607423,0.043169554163745495,0.043169554163745495,0.043169554163745495,-0.06879700239413325,-0.06879700239413325,-0.06879700239413325,0.08265583439719607,0.08265583439719607,0.08265583439719607,0.005728868176721846,-0.032677620785135274,-0.0590090358210927,0.043720220267564495,0.043720220267564495,0.00947533996176091,0.00947533996176091,0.09382190584105649,-0.04297279116054019,0.024490804366669276,0.06106050686565041,0.02185986764081112,0.0863003881070746,0.028649569655204012,0.014361583472406873,0.014361583472406873,-0.01694405577086684,-0.01694405577086684,0.03395949459443083,-0.05191746431812471,-0.05191746431812471,0.07007407788971302,-0.05533872998763864,-0.05533872998763864,0.04228358033827557,0.014473865584773668,-0.01959533718089072,0.0003649831059353422,-0.030293475270201025,0.07093973193219275,-0.021601020970998284,0.003041663422461956,0.006471115272555987,0.02456292415590416,0.0327972929149792,0.026563215707988044,0.028291706016453824,-0.024343849497165594,0.027204123559732805,0.00659535336938788,-0.07777079592109289,-0.0001607469374439082,-0.0001607469374439082,0.04933497887234495,0.04933497887234495,-0.01254691169058025,-0.01254691169058025,-0.023252435874907936,-0.023252435874907936,-0.02680624078833939,,,,,,,
1860-06-16 00:00:00,0.03659385520477703,0.03659385520477703,0.03659385520477703,0.026179440133764588,0.026179440133764588,0.026179440133764588,0.042852982452551674,0.042852982452551674,0.042852982452551674,-0.06966122822250374,-0.06966122822250374,-0.06966122822250374,0.08311309125218548,0.08311309125218548,0.08311309125218548,0.005897339008103586,-0.03155784403726448,-0.0585549437263398,0.04460431445183725,0.04460431445183725,0.010815793914638761,0.010815793914638761,0.09541991069791748,-0.0439700225234129,0.022179242326897254,0.059749997391245556,0.02263762315740152,0.08668352210656635,0.03090568847172553,0.014434875969894515,0.014434875969894515,-0.014775066506353577,-0.014775066506353577,0.03311494249002346,-0.051111603026777884,-0.051111603026777884,0.06923341933990818,-0.05492612237407949,-0.05492612237407949,0.04210414993017295,0.014530892808894672,-0.019481523840781754,0.00041635995145838933,-0.03013240364563643,0.06919285698089629,-0.022229757710700446,0.0023404039728378715,0.006072604054344074,0.023913612071925407,0.033165706974936406,0.026782070420312703,0.03058632333567483,-0.02391459872160861,0.027332755584250634,0.00590645441005222,-0.07837874774724937,-4.890918269637723e-05,-4.890918269637723e-05,0.049300192789054856,0.049300192789054856,-0.011983582316224546,-0.011983582316224546,-0.0227882523661395,-0.0227882523661395,-0.026549491973750606,,,,,,,
1860-07-16 12:00:00,0.035440544589154875,0.035440544589154875,0.035440544589154875,0.026149973301914525,0.026149973301914525,0.026149973301914525,0.04218939540613652,0.04218939540613652,0.04218939540613652,-0.0705913028012778,-0.0705913028012778,-0.0705913028012778,0.08368777878058727,0.08368777878058727,0.08368777878058727,0.006164174666464343,-0.03097665202725821,-0.05852006814038617,0.04552853732285792,0.04552853732285792,0.011546714027142002,0.011546714027142002,0.09624136113014856,-0.04497443399899055,0.02017076364714067,0.05932910170838023,0.02212192732802194,0.08591022495086661,0.030851122291655268,0.013591892066650738,0.013591892066650738,-0.014637136742509209,-0.014637136742509209,0.03223216405283414,-0.050051936806298394,-0.050051936806298394,0.06858253148169927,-0.05501377850132532,-0.05501377850132532,0.04262437023554,0.013563372400866313,-0.019304253229053832,0.0003354829130408632,-0.030515080035768232,0.06930958808849658,-0.021490061410322406,0.0016575237840766495,0.004581794354423844,0.02313308585176396,0.03363225309829782,0.027707965735641455,0.03302555175953733,-0.023593027432316897,0.027709204980422442,0.005468220859795755,-0.07804414883485151,0.0002582178131300831,0.0002582178131300831,0.04803548707889386,0.04803548707889386,-0.012382322210781638,-0.012382322210781638,-0.02251983665211436,-0.02251983665211436,-0.025982402166412063,,,,,,,
1860-08-16 12:00:00,0.0341033814357696,0.0341033814357696,0.0341033814357696,0.02542210063184906,0.02542210063184906,0.02542210063184906,0.041083715994995156,0.041083715994995156,0.041083715994995156,-0.07056899172336936,-0.07056899172336936,-0.07056899172336936,0.08262678312070548,0.08262678312070548,0.08262678312070548,0.006330297138997783,-0.03121530590716759,-0.059307268169679614,0.045751321167461376,0.045751321167461376,0.01247070348528041,0.01247070348528041,0.09528113378517536,-0.04461576698391667,0.019178146147154487,0.058380113031766476,0.023401685754207573,0.0856804601031224,0.03140779233342504,0.014103026162369758,0.014103026162369758,-0.015109183935145628,-0.015109183935145628,0.03188799576274377,-0.04928239528086896,-0.04928239528086896,0.06832309650204849,-0.055579047353093124,-0.055579047353093124,0.042594485914258705,0.014369447907139943,-0.018984386653866637,0.0016976715622180432,-0.029448296559636353,0.07025521609589068,-0.02067113984142518,0.0016218557869429162,0.0033434969065244975,0.021707282833607167,0.033282522658355164,0.028524317803709683,0.033570784826395084,-0.02372829534614548,0.02758092668899058,0.004711149016897783,-0.07716327783884959,0.001445695989836556,0.001445695989836556,0.047348288737066944,0.047348288737066944,-0.012943386322460053,-0.012943386322460053,-0.02195373445824321,-0.02195373445824321,-0.026642915514730938,,,,,,,
1860-09-16 00:00:00,0.03288285947494055,0.03288285947494055,0.03288285947494055,0.02499533212023337,0.02499533212023337,0.02499533212023337,0.03930957588926016,0.03930957588926016,0.03930957588926016,-0.07087401058666601,-0.07087401058666601,-0.07087401058666601,0.08214614455590805,0.08214614455590805,0.08214614455590805,0.00785668531912999,-0.03137574730375097,-0.059111487659188576,0.04506489993129677,0.04506489993129677,0.01344338864967085,0.01344338864967085,0.09426825382858108,-0.045242697050090895,0.018178236619115277,0.05877244723477612,0.02376871676481424,0.08570004050805574,0.031027846884098882,0.014862414637417488,0.014862414637417488,-0.014486338334298902,-0.014486338334298902,0.03133452314505168,-0.049889395481429,-0.049889395481429,0.06857554726723218,-0.05533510619765825,-0.05533510619765825,0.042241128133727796,0.014630332467830935,-0.019622843524251483,0.003302903284108538,-0.02926795980727045,0.06962175672731898,-0.020467204256584638,0.002272547305867789,0.002435846142923026,0.021178559206236496,0.03404848186710226,0.028970910028066992,0.03355680239083109,-0.023924686748165887,0.02681537476136621,0.0033737939768805347,-0.0768089592623177,0.002914647529620851,0.002914647529620851,0.04656195212314837,0.04656195212314837,-0.012902094287977662,-0.012902094287977662,-0.021883941866540368,-0.021883941866540368,-0.025997090986669965,,,,,,,
1860-10-16 12:00:00,0.031683156790041994,0.031683156790041994,0.031683156790041994,0.024807404680983563,0.024807404680983563,0.024807404680983563,0.03888780119378363,0.03888780119378363,0.03888780119378363,-0.07118309062927632,-0.07118309062927632,-0.07118309062927632,0.08083179408401264,0.08083179408401264,0.08083179408401264,0.007688378801084402,-0.0322308334328414,-0.058787978079806416,0.044101358587483,0.044101358587483,0.01274088007419678,0.01274088007419678,0.09473746851297686,-0.04566054803208317,0.016893002314213135,0.05937255164966757,0.02430395123213979,0.08538610721784229,0.030911296144505464,0.014620619678664563,0.014620619678664563,-0.013254930475851268,-0.013254930475851268,0.03135751983119093,-0.05091458927295657,-0.05091458927295657,0.06991173621089028,-0.05509919946766857,-0.05509919946766857,0.040982199157511445,0.014483555824895926,-0.020500406530037908,0.0033196377729008,-0.029755762105065506,0.06831130744587645,-0.021297559881367552,0.0023343139242548716,0.0030158621858115946,0.020899419017420227,0.03399551953532907,0.02935148226891992,0.033727037024844954,-0.0248610668821937,0.027669598897871833,0.002650669292290786,-0.0769116888976851,0.0038709088764169526,0.0038709088764169526,0.04508632873600836,0.04508632873600836,-0.01306075841209425,-0.01306075841209425,-0.02261290041397809,-0.02261290041397809,-0.026279945451093786,,,,,,,
